age,years_with_bank,income,credit_score,has_loan,loan_amount,dti,missed_payments,prob_default,default,employment_status,housing
69,12,20883.17,503,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
61,7,23826.52,479,0,0.0,0.0,0,0.0,0,employed,villa
50,11,43087.31,639,0,0.0,0.0,0,0.0,0,employed,hyresrätt
46,0,40671.64,521,0,0.0,0.0,0,0.0,0,employed,hyresrätt
26,1,36308.02,543,1,19085.32,0.526,0,0.2975,0,employed,hyresrätt
38,12,53104.68,597,0,0.0,0.0,0,0.0,0,employed,hyresrätt
58,12,33194.81,591,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
82,14,23320.98,596,0,0.0,0.0,0,0.0,0,retired,hyresrätt
81,33,16697.8,568,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
31,1,22201.35,502,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
67,16,24128.13,583,0,0.0,0.0,0,0.0,0,retired,villa
24,1,40646.33,588,0,0.0,0.0,0,0.0,0,employed,hyresrätt
67,19,28215.25,487,0,0.0,0.0,0,0.0,0,retired,villa
42,8,57054.85,633,0,0.0,0.0,0,0.0,0,employed,inneboende
50,1,37409.44,457,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
70,2,11651.1,578,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
49,27,29528.85,540,1,15589.04,0.528,1,0.3173,1,employed,bostadsrätt
76,2,20352.04,572,0,0.0,0.0,0,0.0,0,retired,hyresrätt
56,30,36434.59,594,0,0.0,0.0,0,0.0,0,employed,inneboende
90,37,21061.99,564,0,0.0,0.0,0,0.0,0,retired,villa
64,19,38873.34,587,1,17260.7,0.444,0,0.1761,0,employed,hyresrätt
39,6,46619.54,563,1,22589.95,0.485,0,0.2463,0,employed,hyresrätt
74,31,19889.45,589,0,0.0,0.0,0,0.0,0,retired,hyresrätt
47,29,30734.1,655,1,5959.07,0.194,0,0.071,0,employed,bostadsrätt
56,4,45180.69,511,0,0.0,0.0,0,0.0,0,employed,villa
27,9,5000.0,408,0,0.0,0.0,0,0.0,0,employed,hyresrätt
26,8,32755.86,540,1,2381.44,0.073,1,0.1723,0,employed,bostadsrätt
59,5,26184.29,531,0,0.0,0.0,0,0.0,0,employed,villa
31,0,54439.1,554,0,0.0,0.0,0,0.0,0,employed,hyresrätt
90,29,18843.79,521,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
80,3,24428.6,582,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
69,24,22514.33,503,0,0.0,0.0,0,0.0,0,retired,hyresrätt
71,2,8197.53,552,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
61,28,35168.22,596,0,0.0,0.0,0,0.0,0,employed,hyresrätt
22,1,12410.1,549,0,0.0,0.0,0,0.0,0,student,bostadsrätt
46,2,34935.51,575,0,0.0,0.0,0,0.0,0,employed,hyresrätt
54,2,34849.39,593,1,5193.28,0.149,1,0.1999,0,employed,villa
84,7,16086.12,545,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
34,9,26154.6,538,0,0.0,0.0,0,0.0,0,employed,villa
54,2,40727.64,579,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
43,20,43679.21,597,1,0.0,0.0,1,0.1049,0,employed,bostadsrätt
27,6,22862.12,583,0,0.0,0.0,0,0.0,0,employed,hyresrätt
25,2,49119.3,498,1,6528.28,0.133,0,0.144,0,employed,bostadsrätt
44,26,49168.57,574,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
24,4,51696.27,527,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
22,3,10123.49,558,0,0.0,0.0,0,0.0,0,student,bostadsrätt
43,4,47644.99,596,0,0.0,0.0,0,0.0,0,employed,hyresrätt
32,10,66220.31,574,1,14840.5,0.224,1,0.2137,0,employed,hyresrätt
58,22,36381.74,539,0,0.0,0.0,0,0.0,0,employed,hyresrätt
19,1,14283.45,562,0,0.0,0.0,0,0.0,0,student,hyresrätt
40,10,21591.28,544,0,0.0,0.0,0,0.0,0,employed,villa
51,23,61068.09,646,1,19847.47,0.325,1,0.1845,1,employed,bostadsrätt
88,13,29917.18,629,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
64,1,28904.8,590,0,0.0,0.0,0,0.0,0,employed,hyresrätt
82,5,21618.57,556,0,0.0,0.0,0,0.0,0,retired,villa
43,22,36112.11,641,0,0.0,0.0,0,0.0,0,employed,hyresrätt
50,24,54691.08,594,1,17518.57,0.32,0,0.121,1,employed,hyresrätt
48,11,24552.37,533,0,0.0,0.0,0,0.0,0,employed,villa
82,28,14204.92,527,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
88,0,18765.47,513,0,0.0,0.0,0,0.0,0,retired,hyresrätt
88,1,19477.32,542,0,0.0,0.0,0,0.0,0,retired,hyresrätt
72,20,22398.64,574,1,4402.55,0.197,2,0.3372,1,retired,bostadsrätt
54,23,37538.73,513,1,14465.26,0.385,0,0.1699,0,employed,bostadsrätt
57,37,45589.42,567,0,0.0,0.0,0,0.0,0,employed,hyresrätt
89,31,17857.0,567,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
38,5,29908.95,579,0,0.0,0.0,0,0.0,0,employed,hyresrätt
43,21,41261.89,571,1,8229.03,0.199,0,0.1018,0,employed,bostadsrätt
83,20,20856.05,564,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
46,23,36369.79,519,0,0.0,0.0,0,0.0,0,employed,villa
35,3,35630.03,520,1,10742.69,0.302,0,0.1945,0,employed,hyresrätt
58,1,36367.72,553,0,0.0,0.0,0,0.0,0,employed,hyresrätt
41,1,33387.02,574,0,0.0,0.0,0,0.0,0,employed,hyresrätt
83,40,24423.93,579,0,0.0,0.0,0,0.0,0,retired,hyresrätt
84,3,28462.57,517,0,0.0,0.0,0,0.0,0,retired,hyresrätt
40,21,41736.96,563,0,0.0,0.0,0,0.0,0,employed,hyresrätt
56,28,36398.51,632,0,0.0,0.0,0,0.0,0,employed,villa
89,5,24257.87,570,0,0.0,0.0,0,0.0,0,retired,villa
72,35,28652.42,563,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
33,2,36460.6,515,0,0.0,0.0,0,0.0,0,employed,hyresrätt
61,5,34467.71,528,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
63,23,14117.26,551,1,1884.69,0.134,1,0.1494,0,employed,bostadsrätt
65,11,19894.21,560,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
19,0,10514.25,557,0,0.0,0.0,0,0.0,0,student,hyresrätt
39,4,40759.24,577,1,18883.76,0.463,0,0.2373,0,employed,villa
80,24,27844.2,548,0,0.0,0.0,0,0.0,0,retired,hyresrätt
35,0,35335.28,534,0,0.0,0.0,0,0.0,0,employed,hyresrätt
39,5,53827.51,654,1,16316.47,0.303,0,0.1414,0,employed,hyresrätt
41,13,46379.42,549,0,0.0,0.0,0,0.0,0,employed,hyresrätt
30,6,53560.48,521,0,0.0,0.0,0,0.0,0,employed,inneboende
29,8,43964.63,500,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
43,5,44753.72,551,0,0.0,0.0,0,0.0,0,employed,villa
81,26,31125.84,604,0,0.0,0.0,0,0.0,0,retired,inneboende
18,0,12037.04,513,0,0.0,0.0,0,0.0,0,student,hyresrätt
38,15,37301.09,624,0,0.0,0.0,0,0.0,0,employed,villa
22,1,9049.26,534,0,0.0,0.0,0,0.0,0,student,inneboende
58,10,33925.25,604,0,0.0,0.0,0,0.0,0,employed,hyresrätt
36,10,43178.31,536,1,17350.07,0.402,2,0.4643,0,employed,hyresrätt
75,23,17207.34,524,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
60,3,53892.1,575,1,6336.15,0.118,0,0.115,0,employed,bostadsrätt
75,23,29507.85,583,0,0.0,0.0,0,0.0,0,retired,villa
64,6,49933.44,562,1,16286.47,0.326,2,0.4188,0,employed,hyresrätt
50,18,19541.62,564,1,7540.13,0.386,1,0.2657,0,employed,villa
80,38,29183.58,596,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
52,18,12599.87,490,1,0.0,0.0,1,0.1385,0,employed,hyresrätt
87,31,19321.89,546,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
90,12,34107.23,540,0,0.0,0.0,0,0.0,0,retired,villa
60,37,50761.93,570,1,24122.81,0.475,1,0.2352,0,employed,hyresrätt
67,33,15224.7,574,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
36,17,33237.43,543,1,3742.08,0.113,1,0.161,0,employed,bostadsrätt
77,30,28128.61,486,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
67,26,6720.8,538,0,0.0,0.0,0,0.0,0,retired,hyresrätt
83,21,23057.71,514,0,0.0,0.0,0,0.0,0,retired,villa
37,18,49525.7,596,0,0.0,0.0,0,0.0,0,employed,hyresrätt
75,34,12148.01,588,0,0.0,0.0,0,0.0,0,retired,hyresrätt
52,14,56024.59,492,0,0.0,0.0,0,0.0,0,employed,villa
31,1,36929.89,525,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
30,0,35308.7,568,1,11709.6,0.332,0,0.1965,1,employed,bostadsrätt
59,9,38451.73,506,0,0.0,0.0,0,0.0,0,employed,hyresrätt
41,1,28255.43,581,0,0.0,0.0,0,0.0,0,employed,hyresrätt
25,1,37899.89,599,0,0.0,0.0,0,0.0,0,employed,hyresrätt
49,3,26591.1,543,1,15107.88,0.568,1,0.4534,0,employed,villa
65,40,27155.51,541,1,12036.29,0.443,0,0.1363,0,retired,hyresrätt
41,2,46524.25,472,0,0.0,0.0,0,0.0,0,employed,hyresrätt
87,25,21584.96,591,0,0.0,0.0,0,0.0,0,retired,villa
74,14,15761.39,627,0,0.0,0.0,0,0.0,0,retired,villa
55,6,62820.36,652,1,4806.34,0.077,0,0.0827,0,employed,bostadsrätt
86,28,26422.95,556,0,0.0,0.0,0,0.0,0,retired,hyresrätt
49,31,25620.3,521,0,0.0,0.0,0,0.0,0,employed,hyresrätt
28,8,32550.14,590,1,8895.78,0.273,1,0.2356,0,employed,inneboende
20,2,8564.32,529,0,0.0,0.0,0,0.0,0,student,villa
86,24,17950.91,574,0,0.0,0.0,0,0.0,0,retired,villa
88,27,19103.83,570,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
71,6,16557.36,547,0,0.0,0.0,0,0.0,0,retired,villa
25,6,23488.78,590,0,0.0,0.0,0,0.0,0,employed,inneboende
39,16,53591.53,621,1,25992.67,0.485,0,0.1875,0,employed,hyresrätt
20,0,16711.63,518,0,0.0,0.0,0,0.0,0,student,hyresrätt
21,1,9847.5,498,0,0.0,0.0,0,0.0,0,student,hyresrätt
35,10,44761.82,468,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
59,0,8294.77,519,0,0.0,0.0,0,0.0,0,employed,hyresrätt
22,4,14972.29,497,0,0.0,0.0,0,0.0,0,student,hyresrätt
89,11,19440.53,565,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
51,2,35563.4,542,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
37,6,33293.9,547,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
55,31,26761.28,598,0,0.0,0.0,0,0.0,0,employed,villa
75,11,28088.98,571,0,0.0,0.0,0,0.0,0,retired,hyresrätt
40,12,45474.31,565,1,8070.95,0.177,1,0.1915,0,employed,bostadsrätt
21,3,15664.42,608,0,0.0,0.0,0,0.0,0,student,bostadsrätt
21,0,12234.69,565,0,0.0,0.0,0,0.0,0,student,bostadsrätt
80,31,23592.64,547,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
26,2,23946.82,532,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
64,28,38442.06,605,0,0.0,0.0,0,0.0,0,employed,villa
46,5,9664.85,545,0,0.0,0.0,0,0.0,0,employed,villa
74,5,20867.37,501,0,0.0,0.0,0,0.0,0,retired,inneboende
22,3,9240.06,571,0,0.0,0.0,0,0.0,0,student,inneboende
83,33,34159.86,623,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
68,40,29401.65,621,1,7233.34,0.246,1,0.1228,0,retired,bostadsrätt
50,22,25077.03,621,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
33,7,42601.3,647,1,10301.75,0.242,0,0.1208,0,employed,bostadsrätt
89,7,23796.12,618,0,0.0,0.0,0,0.0,0,retired,hyresrätt
40,6,42426.07,577,0,0.0,0.0,0,0.0,0,employed,hyresrätt
53,23,48425.7,570,0,0.0,0.0,0,0.0,0,employed,villa
46,10,35948.75,488,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
34,8,33872.54,558,1,13058.06,0.386,0,0.1974,1,employed,hyresrätt
48,5,40986.21,583,1,2846.55,0.069,1,0.1643,0,employed,bostadsrätt
29,5,32100.53,556,0,0.0,0.0,0,0.0,0,employed,hyresrätt
18,0,16318.01,464,0,0.0,0.0,0,0.0,0,student,inneboende
39,5,20724.74,534,0,0.0,0.0,0,0.0,0,employed,hyresrätt
26,1,50679.84,593,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
48,4,40471.76,520,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
80,21,23242.12,564,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
29,4,20284.19,562,0,0.0,0.0,0,0.0,0,employed,hyresrätt
18,0,13138.02,581,0,0.0,0.0,0,0.0,0,student,inneboende
26,0,54383.82,638,1,21422.68,0.394,2,0.4435,0,employed,villa
55,19,37496.81,552,0,0.0,0.0,0,0.0,0,employed,hyresrätt
38,3,43340.78,570,0,0.0,0.0,0,0.0,0,employed,hyresrätt
53,0,29445.62,558,1,6082.88,0.207,0,0.1536,0,employed,bostadsrätt
20,0,9468.43,560,0,0.0,0.0,0,0.0,0,student,hyresrätt
42,11,23534.18,573,0,0.0,0.0,0,0.0,0,employed,hyresrätt
47,28,41198.59,633,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
49,7,44447.69,473,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
58,11,43847.38,584,1,13079.65,0.298,0,0.1472,0,employed,villa
74,9,13666.68,562,0,0.0,0.0,0,0.0,0,retired,inneboende
52,12,35895.39,553,1,9557.84,0.266,1,0.2355,0,employed,bostadsrätt
79,29,23554.79,472,0,0.0,0.0,0,0.0,0,retired,hyresrätt
56,12,37462.75,561,0,0.0,0.0,0,0.0,0,employed,hyresrätt
37,13,36552.34,535,1,14254.13,0.39,2,0.4428,1,employed,hyresrätt
34,15,62841.61,652,1,18654.15,0.297,0,0.1175,1,employed,bostadsrätt
41,22,28588.13,577,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
61,23,52965.02,550,0,0.0,0.0,0,0.0,0,employed,inneboende
35,12,26143.83,472,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
84,37,14856.87,584,0,0.0,0.0,0,0.0,0,retired,hyresrätt
53,28,48497.83,609,1,25028.04,0.516,3,0.5509,1,employed,bostadsrätt
81,12,24028.47,544,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
67,5,34691.01,581,0,0.0,0.0,0,0.0,0,retired,hyresrätt
42,2,16354.8,526,1,7333.73,0.448,0,0.2619,1,employed,hyresrätt
34,14,32618.64,603,0,0.0,0.0,0,0.0,0,employed,hyresrätt
72,22,27177.62,601,0,0.0,0.0,0,0.0,0,retired,hyresrätt
42,7,27068.46,486,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
36,6,41163.38,507,0,0.0,0.0,0,0.0,0,employed,villa
85,11,35812.36,643,0,0.0,0.0,0,0.0,0,retired,villa
53,28,37193.34,610,0,0.0,0.0,0,0.0,0,employed,hyresrätt
21,2,17134.27,490,0,0.0,0.0,0,0.0,0,student,hyresrätt
54,32,39064.23,514,0,0.0,0.0,0,0.0,0,employed,villa
51,10,33987.05,568,1,6141.51,0.181,3,0.4504,1,employed,inneboende
81,19,31152.39,517,0,0.0,0.0,0,0.0,0,retired,villa
69,4,18460.55,531,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
31,13,28790.12,555,0,0.0,0.0,0,0.0,0,employed,villa
28,5,24232.9,545,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
62,22,52992.95,627,0,0.0,0.0,0,0.0,0,employed,hyresrätt
21,1,10017.97,608,1,5057.02,0.505,0,0.336,1,student,hyresrätt
41,6,13573.29,521,0,0.0,0.0,0,0.0,0,employed,villa
28,10,32520.63,513,0,0.0,0.0,0,0.0,0,employed,villa
19,0,14054.86,553,0,0.0,0.0,0,0.0,0,student,hyresrätt
85,27,17078.23,621,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
24,0,57972.93,556,0,0.0,0.0,0,0.0,0,employed,hyresrätt
18,0,10828.91,569,0,0.0,0.0,0,0.0,0,student,villa
86,11,21554.77,516,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
31,11,52439.66,575,0,0.0,0.0,0,0.0,0,employed,hyresrätt
77,3,24184.79,501,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
20,0,13535.69,537,0,0.0,0.0,0,0.0,0,student,hyresrätt
29,9,28690.38,550,0,0.0,0.0,0,0.0,0,employed,villa
26,2,54040.85,595,1,18801.4,0.348,1,0.2943,0,employed,villa
69,11,25915.33,624,0,0.0,0.0,0,0.0,0,retired,hyresrätt
63,23,51708.12,566,0,0.0,0.0,0,0.0,0,employed,hyresrätt
52,6,34836.58,477,1,11338.7,0.325,0,0.2126,0,employed,hyresrätt
35,0,41697.25,551,0,0.0,0.0,0,0.0,0,employed,hyresrätt
24,0,23366.71,557,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
59,3,32700.79,562,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
34,2,29496.32,545,0,0.0,0.0,0,0.0,0,employed,hyresrätt
61,28,42707.2,636,1,18245.85,0.427,0,0.1306,1,employed,inneboende
68,12,11201.53,548,1,1611.09,0.144,3,0.4296,1,retired,villa
80,2,28553.34,546,0,0.0,0.0,0,0.0,0,retired,hyresrätt
54,0,34113.73,522,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
18,0,8915.97,463,0,0.0,0.0,0,0.0,0,student,hyresrätt
38,10,42192.75,579,1,3927.48,0.093,1,0.1603,0,employed,bostadsrätt
80,34,26823.02,578,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
56,13,52941.07,534,1,16080.39,0.304,2,0.389,0,employed,hyresrätt
63,2,38625.73,556,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
51,7,36086.38,553,0,0.0,0.0,0,0.0,0,employed,inneboende
29,5,45546.11,540,1,9521.63,0.209,0,0.1475,0,employed,bostadsrätt
83,7,32074.07,524,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
74,40,20559.62,583,0,0.0,0.0,0,0.0,0,retired,villa
90,31,16805.5,549,0,0.0,0.0,0,0.0,0,retired,villa
80,14,16497.11,524,0,0.0,0.0,0,0.0,0,retired,villa
39,20,41006.61,536,0,0.0,0.0,0,0.0,0,employed,hyresrätt
36,6,19821.19,540,0,0.0,0.0,0,0.0,0,employed,hyresrätt
36,2,44225.34,600,0,0.0,0.0,0,0.0,0,employed,villa
85,38,28675.19,580,0,0.0,0.0,0,0.0,0,retired,inneboende
58,39,29506.0,564,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
51,10,26261.53,565,0,0.0,0.0,0,0.0,0,employed,inneboende
88,24,26195.59,616,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
62,7,16414.02,563,0,0.0,0.0,0,0.0,0,employed,hyresrätt
84,26,20252.15,568,0,0.0,0.0,0,0.0,0,retired,villa
89,28,17951.77,583,0,0.0,0.0,0,0.0,0,retired,villa
23,4,58940.36,569,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
44,15,46646.3,580,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
71,28,17069.74,537,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
77,22,23715.87,496,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
28,9,23738.52,564,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
41,4,43184.03,577,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
58,19,45853.42,563,1,28019.09,0.611,1,0.39,0,employed,bostadsrätt
76,17,22629.78,596,0,0.0,0.0,0,0.0,0,retired,hyresrätt
26,4,48371.12,538,1,8965.66,0.185,1,0.2331,0,employed,hyresrätt
61,5,33833.32,485,0,0.0,0.0,0,0.0,0,employed,hyresrätt
39,7,48341.71,541,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
33,15,17924.85,488,1,5485.67,0.306,2,0.4094,0,employed,bostadsrätt
55,3,44019.71,577,1,14473.45,0.329,1,0.2896,0,employed,bostadsrätt
48,19,35054.72,535,1,16990.71,0.485,1,0.3306,0,employed,bostadsrätt
64,27,53796.45,625,1,8113.36,0.151,0,0.0715,0,employed,hyresrätt
41,11,39472.23,603,0,0.0,0.0,0,0.0,0,employed,villa
78,1,28853.27,513,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
23,0,46091.35,531,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
80,11,19635.29,570,0,0.0,0.0,0,0.0,0,retired,hyresrätt
20,0,14350.82,577,0,0.0,0.0,0,0.0,0,student,bostadsrätt
71,3,20389.05,464,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
43,4,45662.92,576,1,2657.13,0.058,0,0.098,0,employed,villa
45,5,12492.38,451,0,0.0,0.0,0,0.0,0,employed,hyresrätt
19,1,15717.52,517,0,0.0,0.0,0,0.0,0,student,villa
69,26,17731.47,600,1,9028.25,0.509,0,0.2231,0,retired,inneboende
30,0,24928.65,666,1,7779.68,0.312,0,0.1528,0,employed,villa
66,25,19234.75,547,0,0.0,0.0,0,0.0,0,retired,villa
70,5,24761.65,499,0,0.0,0.0,0,0.0,0,retired,hyresrätt
79,17,25973.56,536,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
69,1,26782.27,551,0,0.0,0.0,0,0.0,0,retired,hyresrätt
40,2,33173.05,527,1,13981.16,0.421,2,0.523,0,employed,bostadsrätt
71,5,24301.37,511,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
78,17,20989.3,536,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
41,11,30468.91,573,0,0.0,0.0,0,0.0,0,employed,inneboende
27,3,28029.01,543,0,0.0,0.0,0,0.0,0,employed,inneboende
82,25,19748.04,522,0,0.0,0.0,0,0.0,0,retired,hyresrätt
28,7,37085.01,533,1,15891.1,0.429,1,0.3531,0,employed,villa
61,29,32489.13,553,0,0.0,0.0,0,0.0,0,employed,villa
35,10,56961.69,538,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
27,5,46953.93,538,1,21340.62,0.455,0,0.2476,0,employed,hyresrätt
74,20,17735.29,578,0,0.0,0.0,0,0.0,0,retired,hyresrätt
28,2,25316.99,538,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
66,19,12383.76,477,0,0.0,0.0,0,0.0,0,retired,hyresrätt
68,0,20900.91,584,0,0.0,0.0,0,0.0,0,retired,hyresrätt
22,4,14267.46,556,0,0.0,0.0,0,0.0,0,student,hyresrätt
30,4,18602.61,488,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
75,31,20813.58,547,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
55,36,25126.18,536,0,0.0,0.0,0,0.0,0,employed,hyresrätt
26,4,15447.08,568,0,0.0,0.0,0,0.0,0,employed,villa
90,35,30106.9,556,0,0.0,0.0,0,0.0,0,retired,hyresrätt
37,9,28971.03,552,1,7049.25,0.243,0,0.145,0,employed,hyresrätt
18,0,14133.45,530,0,0.0,0.0,0,0.0,0,student,hyresrätt
85,5,13721.59,481,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
19,0,12491.17,592,1,2531.46,0.203,1,0.3088,0,student,hyresrätt
58,5,37989.1,586,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
90,38,27227.15,541,0,0.0,0.0,0,0.0,0,retired,hyresrätt
60,19,37152.18,575,1,20.86,0.001,1,0.1125,0,employed,hyresrätt
60,13,44801.84,609,1,6754.54,0.151,0,0.096,0,employed,bostadsrätt
46,12,43367.38,570,1,13414.51,0.309,1,0.2477,0,employed,hyresrätt
27,2,41471.06,623,1,8078.17,0.195,1,0.2067,0,employed,inneboende
59,35,73197.59,722,1,9432.6,0.129,1,0.0807,0,employed,bostadsrätt
83,40,20265.65,561,0,0.0,0.0,0,0.0,0,retired,hyresrätt
24,0,27019.34,524,0,0.0,0.0,0,0.0,0,employed,villa
82,29,16509.68,517,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
48,10,30499.16,468,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
57,1,45355.01,613,1,13949.53,0.308,0,0.1672,0,employed,inneboende
30,11,23497.75,537,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
63,2,26706.65,584,0,0.0,0.0,0,0.0,0,employed,hyresrätt
31,2,44126.89,606,0,0.0,0.0,0,0.0,0,employed,villa
37,0,51972.03,524,1,26060.92,0.501,0,0.2988,0,employed,villa
70,19,16218.3,513,0,0.0,0.0,0,0.0,0,retired,hyresrätt
21,2,15031.57,609,0,0.0,0.0,0,0.0,0,student,hyresrätt
50,10,44485.82,565,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
61,2,42069.95,534,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
27,1,33955.68,512,1,9901.4,0.292,0,0.2,1,employed,hyresrätt
39,20,49756.02,572,1,6472.12,0.13,1,0.149,0,employed,inneboende
43,20,52298.55,640,0,0.0,0.0,0,0.0,0,employed,hyresrätt
66,38,23018.67,595,0,0.0,0.0,0,0.0,0,retired,villa
89,21,22646.89,564,0,0.0,0.0,0,0.0,0,retired,villa
79,22,23363.03,621,0,0.0,0.0,0,0.0,0,retired,hyresrätt
31,11,39754.94,620,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
19,1,15753.33,553,0,0.0,0.0,0,0.0,0,student,hyresrätt
21,1,16346.8,651,0,0.0,0.0,0,0.0,0,student,bostadsrätt
61,11,38826.32,554,1,19058.43,0.491,0,0.2356,0,employed,bostadsrätt
29,5,30155.92,597,1,5545.14,0.184,0,0.1228,0,employed,villa
34,1,44535.59,547,0,0.0,0.0,0,0.0,0,employed,bostadsrätt
79,7,14445.41,578,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
81,30,16169.81,547,0,0.0,0.0,0,0.0,0,retired,hyresrätt
79,35,33181.73,592,0,0.0,0.0,0,0.0,0,retired,hyresrätt
36,1,32854.21,648,1,17146.8,0.522,1,0.3679,0,employed,bostadsrätt
63,3,48748.72,605,0,0.0,0.0,0,0.0,0,employed,villa
62,3,43694.39,582,0,0.0,0.0,0,0.0,0,employed,villa
31,11,55713.12,546,0,0.0,0.0,0,0.0,0,employed,hyresrätt
58,12,33706.55,568,0,0.0,0.0,0,0.0,0,employed,inneboende
56,12,42264.11,527,1,11011.07,0.261,2,0.3715,0,employed,hyresrätt
46,0,38810.88,593,0,0.0,0.0,0,0.0,0,employed,inneboende
72,39,15041.46,596,1,4745.12,0.315,1,0.1975,0,retired,hyresrätt
67,17,23588.54,548,0,0.0,0.0,0,0.0,0,retired,hyresrätt
56,31,46910.94,649,1,25056.73,0.534,1,0.2479,0,employed,villa
70,29,16084.14,617,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
73,5,29600.45,559,0,0.0,0.0,0,0.0,0,retired,villa
59,32,39879.69,600,1,3879.31,0.097,1,0.1054,0,employed,bostadsrätt
37,11,35057.93,537,1,4995.2,0.142,0,0.1152,0,employed,hyresrätt
73,24,25900.74,550,0,0.0,0.0,0,0.0,0,retired,hyresrätt
70,8,20406.49,504,0,0.0,0.0,0,0.0,0,retired,bostadsrätt
